26.665579, 80.913317
26.665339, 80.914701
26.664821, 80.917115
26.664601, 80.918349
26.664610, 80.919347
26.664908, 80.921331
26.665224, 80.923070
26.665703, 80.925022
26.666135, 80.926642
26.666739, 80.928895
26.667247, 80.930687
26.667679, 80.932329
26.668436, 80.935172
26.668982, 80.937275
26.669721, 80.939914
26.670219, 80.942371
26.670631, 80.945171
26.671015, 80.947778
26.671619, 80.951136
26.672079, 80.954292
26.672606, 80.958379
26.672999, 80.961598
26.673172, 80.964087
26.673287, 80.965696
26.673968, 80.967724
26.674936, 80.969516
26.675338, 80.970514
26.675415, 80.971672
26.675463, 80.972659
26.675914, 80.973797
26.676949, 80.976093
26.678109, 80.978882
26.679084, 80.980950
26.679304, 80.981455
26.679496, 80.982699
26.680359, 80.982473
26.681370, 80.982232
26.682123, 80.982076
26.682134, 80.982810
26.682048, 80.983557
26.682242, 80.983870
26.682449, 80.984737
26.682635, 80.985352
26.683255, 80.986302
26.684739, 80.987339
26.685916, 80.988513
26.687278, 80.989910
26.688398, 80.991060
26.689957, 80.992611
26.690842, 80.993521
26.691384, 80.994248
26.692018, 80.995469
26.692988, 80.996906
26.694329, 80.998862
26.695663, 81.001009
26.696376, 81.002270
26.697446, 81.003492
26.698302, 81.004482
26.699536, 81.006030
26.700505, 81.007276
26.701440, 81.008489
26.702117, 81.009431
26.702673, 81.010788
26.703265, 81.012137
26.704143, 81.014061
26.704891, 81.015746
26.705712, 81.017716
26.706354, 81.019113
26.706996, 81.020582
26.707987, 81.022825
26.708757, 81.024614
26.709941, 81.027463
26.710775, 81.029435
26.711884, 81.031869
26.713110, 81.034583
26.713930, 81.036291
26.714743, 81.038167
26.715629, 81.040078
26.716349, 81.041667
26.717055, 81.043232
26.717911, 81.045156
26.718831, 81.047319
26.719793, 81.049426
26.720449, 81.050863
26.721597, 81.052372
26.723016, 81.053953
26.724121, 81.055094
26.725219, 81.056180
26.726560, 81.057585
26.727765, 81.058751
26.728849, 81.059892
26.730574, 81.061587
26.732244, 81.063306
26.733534, 81.064639
26.734953, 81.066068
26.735780, 81.067401
26.736364, 81.068391
26.737327, 81.069022
26.738418, 81.069932
26.739729, 81.071225
26.741383, 81.072917
26.742389, 81.074266
26.743501, 81.075831
26.744905, 81.077731
26.746181, 81.079439
26.747122, 81.080725
26.748490, 81.082679
26.749390, 81.084086
26.750260, 81.085576
26.751390, 81.087252
26.752469, 81.088765
26.753662, 81.090212
26.755201, 81.091584
26.756531, 81.092733
26.757976, 81.093835
26.759253, 81.094879
26.761001, 81.096274
26.763200, 81.097951
26.764969, 81.099534
26.766938, 81.101211
26.767995, 81.102008
26.768664, 81.102396
26.768734, 81.102154
26.768815, 81.101826
26.768931, 81.101574
26.769081, 81.101366
26.769158, 81.101283
26.769127, 81.101179
26.769054, 81.100773
26.768974, 81.100198
26.768924, 81.099629
26.768915, 81.099101
26.768978, 81.098428
26.769067, 81.097951
26.769144, 81.097524
26.769216, 81.097110
26.769300, 81.096737
26.769363, 81.096380
26.769423, 81.096068
26.769464, 81.095838
26.769520, 81.095546
26.769605, 81.095105
26.769692, 81.094597
26.769802, 81.094031
26.769911, 81.093422
26.769981, 81.093021
26.770075, 81.092599
26.770144, 81.092127
26.770268, 81.091549
26.770349, 81.091144
26.770303, 81.091347
26.770433, 81.090651
26.770618, 81.089765
26.770803, 81.088707
26.771060, 81.087356
26.771282, 81.086277
26.771451, 81.085412
26.771684, 81.084268
26.771861, 81.083319
26.772128, 81.082169
26.772372, 81.081363
26.772618, 81.080575
26.772904, 81.079745
26.773263, 81.078720
26.773575, 81.077882
26.773904, 81.076904
26.774176, 81.076009
26.774459, 81.075147
26.774837, 81.074003
26.775187, 81.072954
26.775528, 81.072086
26.775991, 81.070977
26.776456, 81.070029
26.776893, 81.069218
26.777393, 81.068332
26.777750, 81.067375
26.778054, 81.066299
26.778300, 81.065405
26.778618, 81.064270
26.778864, 81.063379
26.779171, 81.062303
26.779332, 81.061308
26.779380, 81.060395
26.779430, 81.059485
26.779494, 81.058425
26.779545, 81.057492
26.779616, 81.056537
26.779762, 81.055326
26.779862, 81.054419
26.780035, 81.053138
26.780149, 81.052273
26.780279, 81.051120
26.780379, 81.050314
26.780459, 81.049488
26.780533, 81.048741
26.780514, 81.049096
26.780569, 81.048519
26.780653, 81.048487
26.780115, 81.047245
26.779806, 81.046388
26.779610, 81.045949
26.779103, 81.044245
26.778204, 81.043146
26.777089, 81.042587
26.776124, 81.042177
26.775476, 81.041860
26.774244, 81.041375
26.773063, 81.040816
26.771449, 81.039922
26.769919, 81.038505
26.768820, 81.037424
26.767523, 81.035934
26.766674, 81.034964
26.765692, 81.033921
26.765476, 81.033697
26.764344, 81.032616
26.763097, 81.031424
26.761732, 81.030380
26.760551, 81.029597
26.759702, 81.029076
26.758321, 81.028256
26.757156, 81.027547
26.756557, 81.027193
26.755376, 81.026299
26.754128, 81.025181
26.752264, 81.022888
26.750633, 81.020224
26.749285, 81.018323
